filepath,relative_path,dataset,category,speaker,location,date,segment
c:\\Users\\mubva\\Downloads\\Nlp\Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._LM_SW_08_04_2021_S11.wav,Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._LM_SW_08_04_2021_S11.wav,minimal_pairs,Lexical,LM,SW,08_04_2021,S11
c:\\Users\\mubva\\Downloads\\Nlp\Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._LM_SW_08_04_2021_S13.wav,Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._LM_SW_08_04_2021_S13.wav,minimal_pairs,Lexical,LM,SW,08_04_2021,S13
c:\\Users\\mubva\\Downloads\\Nlp\Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._LM_SW_08_04_2021_S14.wav,Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._LM_SW_08_04_2021_S14.wav,minimal_pairs,Lexical,LM,SW,08_04_2021,S14
c:\\Users\\mubva\\Downloads\\Nlp\Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._LM_SW_08_04_2021_S2.wav,Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._LM_SW_08_04_2021_S2.wav,minimal_pairs,Lexical,LM,SW,08_04_2021,S2
c:\\Users\\mubva\\Downloads\\Nlp\Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._LM_SW_08_04_2021_S21.wav,Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._LM_SW_08_04_2021_S21.wav,minimal_pairs,Lexical,LM,SW,08_04_2021,S21
c:\\Users\\mubva\\Downloads\\Nlp\Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._LM_SW_08_04_2021_S3.wav,Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._LM_SW_08_04_2021_S3.wav,minimal_pairs,Lexical,LM,SW,08_04_2021,S3
c:\\Users\\mubva\\Downloads\\Nlp\Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._LM_SW_08_04_2021_S6.wav,Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._LM_SW_08_04_2021_S6.wav,minimal_pairs,Lexical,LM,SW,08_04_2021,S6
c:\\Users\\mubva\\Downloads\\Nlp\Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._LM_SW_08_04_2021_S9.wav,Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._LM_SW_08_04_2021_S9.wav,minimal_pairs,Lexical,LM,SW,08_04_2021,S9
c:\\Users\\mubva\\Downloads\\Nlp\Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._LP_FS_19_04_S11.wav,Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._LP_FS_19_04_S11.wav,minimal_pairs,Lexical,LP,FS,19_04,S11
c:\\Users\\mubva\\Downloads\\Nlp\Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._LP_FS_19_04_S13.wav,Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._LP_FS_19_04_S13.wav,minimal_pairs,Lexical,LP,FS,19_04,S13
c:\\Users\\mubva\\Downloads\\Nlp\Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._LP_FS_19_04_S14.wav,Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._LP_FS_19_04_S14.wav,minimal_pairs,Lexical,LP,FS,19_04,S14
c:\\Users\\mubva\\Downloads\\Nlp\Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._LP_FS_19_04_S2.wav,Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._LP_FS_19_04_S2.wav,minimal_pairs,Lexical,LP,FS,19_04,S2
c:\\Users\\mubva\\Downloads\\Nlp\Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._LP_FS_19_04_S21.wav,Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._LP_FS_19_04_S21.wav,minimal_pairs,Lexical,LP,FS,19_04,S21
c:\\Users\\mubva\\Downloads\\Nlp\Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._LP_FS_19_04_S3.wav,Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._LP_FS_19_04_S3.wav,minimal_pairs,Lexical,LP,FS,19_04,S3
c:\\Users\\mubva\\Downloads\\Nlp\Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._LP_FS_19_04_S6.wav,Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._LP_FS_19_04_S6.wav,minimal_pairs,Lexical,LP,FS,19_04,S6
c:\\Users\\mubva\\Downloads\\Nlp\Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._LP_FS_19_04_S9.wav,Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._LP_FS_19_04_S9.wav,minimal_pairs,Lexical,LP,FS,19_04,S9
c:\\Users\\mubva\\Downloads\\Nlp\Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._MM_FS_07_05_2021_S11.wav,Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._MM_FS_07_05_2021_S11.wav,minimal_pairs,Lexical,MM,FS,07_05_2021,S11
c:\\Users\\mubva\\Downloads\\Nlp\Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._MM_FS_07_05_2021_S13.wav,Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._MM_FS_07_05_2021_S13.wav,minimal_pairs,Lexical,MM,FS,07_05_2021,S13
c:\\Users\\mubva\\Downloads\\Nlp\Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._MM_FS_07_05_2021_S14.wav,Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._MM_FS_07_05_2021_S14.wav,minimal_pairs,Lexical,MM,FS,07_05_2021,S14
c:\\Users\\mubva\\Downloads\\Nlp\Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._MM_FS_07_05_2021_S2.wav,Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._MM_FS_07_05_2021_S2.wav,minimal_pairs,Lexical,MM,FS,07_05_2021,S2
c:\\Users\\mubva\\Downloads\\Nlp\Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._MM_FS_07_05_2021_S21.wav,Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._MM_FS_07_05_2021_S21.wav,minimal_pairs,Lexical,MM,FS,07_05_2021,S21
c:\\Users\\mubva\\Downloads\\Nlp\Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._MM_FS_07_05_2021_S3.wav,Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._MM_FS_07_05_2021_S3.wav,minimal_pairs,Lexical,MM,FS,07_05_2021,S3
c:\\Users\\mubva\\Downloads\\Nlp\Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._MM_FS_07_05_2021_S6.wav,Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._MM_FS_07_05_2021_S6.wav,minimal_pairs,Lexical,MM,FS,07_05_2021,S6
c:\\Users\\mubva\\Downloads\\Nlp\Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._MM_FS_07_05_2021_S9.wav,Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._MM_FS_07_05_2021_S9.wav,minimal_pairs,Lexical,MM,FS,07_05_2021,S9
c:\\Users\\mubva\\Downloads\\Nlp\Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._NM_SW_04_S11.wav,Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._NM_SW_04_S11.wav,minimal_pairs,Lexical,NM,SW,04,S11
c:\\Users\\mubva\\Downloads\\Nlp\Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._NM_SW_04_S13.wav,Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._NM_SW_04_S13.wav,minimal_pairs,Lexical,NM,SW,04,S13
c:\\Users\\mubva\\Downloads\\Nlp\Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._NM_SW_04_S14.wav,Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._NM_SW_04_S14.wav,minimal_pairs,Lexical,NM,SW,04,S14
c:\\Users\\mubva\\Downloads\\Nlp\Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._NM_SW_04_S2.wav,Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._NM_SW_04_S2.wav,minimal_pairs,Lexical,NM,SW,04,S2
c:\\Users\\mubva\\Downloads\\Nlp\Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._NM_SW_04_S21.wav,Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._NM_SW_04_S21.wav,minimal_pairs,Lexical,NM,SW,04,S21
c:\\Users\\mubva\\Downloads\\Nlp\Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._NM_SW_04_S3.wav,Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._NM_SW_04_S3.wav,minimal_pairs,Lexical,NM,SW,04,S3
c:\\Users\\mubva\\Downloads\\Nlp\Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._NM_SW_04_S6.wav,Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._NM_SW_04_S6.wav,minimal_pairs,Lexical,NM,SW,04,S6
c:\\Users\\mubva\\Downloads\\Nlp\Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._NM_SW_04_S9.wav,Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._NM_SW_04_S9.wav,minimal_pairs,Lexical,NM,SW,04,S9
c:\\Users\\mubva\\Downloads\\Nlp\Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._NM_SW_10_S11.wav,Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._NM_SW_10_S11.wav,minimal_pairs,Lexical,NM,SW,10,S11
c:\\Users\\mubva\\Downloads\\Nlp\Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._NM_SW_10_S13.wav,Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._NM_SW_10_S13.wav,minimal_pairs,Lexical,NM,SW,10,S13
c:\\Users\\mubva\\Downloads\\Nlp\Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._NM_SW_10_S14.wav,Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._NM_SW_10_S14.wav,minimal_pairs,Lexical,NM,SW,10,S14
c:\\Users\\mubva\\Downloads\\Nlp\Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._NM_SW_10_S2.wav,Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._NM_SW_10_S2.wav,minimal_pairs,Lexical,NM,SW,10,S2
c:\\Users\\mubva\\Downloads\\Nlp\Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._NM_SW_10_S21.wav,Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._NM_SW_10_S21.wav,minimal_pairs,Lexical,NM,SW,10,S21
c:\\Users\\mubva\\Downloads\\Nlp\Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._NM_SW_10_S3.wav,Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._NM_SW_10_S3.wav,minimal_pairs,Lexical,NM,SW,10,S3
c:\\Users\\mubva\\Downloads\\Nlp\Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._NM_SW_10_S6.wav,Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._NM_SW_10_S6.wav,minimal_pairs,Lexical,NM,SW,10,S6
c:\\Users\\mubva\\Downloads\\Nlp\Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._NM_SW_10_S9.wav,Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._NM_SW_10_S9.wav,minimal_pairs,Lexical,NM,SW,10,S9
c:\\Users\\mubva\\Downloads\\Nlp\Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._NN_DV_23_04_S11.wav,Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._NN_DV_23_04_S11.wav,minimal_pairs,Lexical,NN,DV,23_04,S11
c:\\Users\\mubva\\Downloads\\Nlp\Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._NN_DV_23_04_S13.wav,Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._NN_DV_23_04_S13.wav,minimal_pairs,Lexical,NN,DV,23_04,S13
c:\\Users\\mubva\\Downloads\\Nlp\Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._NN_DV_23_04_S14.wav,Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._NN_DV_23_04_S14.wav,minimal_pairs,Lexical,NN,DV,23_04,S14
c:\\Users\\mubva\\Downloads\\Nlp\Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._NN_DV_23_04_S2.wav,Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._NN_DV_23_04_S2.wav,minimal_pairs,Lexical,NN,DV,23_04,S2
c:\\Users\\mubva\\Downloads\\Nlp\Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._NN_DV_23_04_S21.wav,Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._NN_DV_23_04_S21.wav,minimal_pairs,Lexical,NN,DV,23_04,S21
c:\\Users\\mubva\\Downloads\\Nlp\Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._NN_DV_23_04_S3.wav,Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._NN_DV_23_04_S3.wav,minimal_pairs,Lexical,NN,DV,23_04,S3
c:\\Users\\mubva\\Downloads\\Nlp\Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._NN_DV_23_04_S6.wav,Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._NN_DV_23_04_S6.wav,minimal_pairs,Lexical,NN,DV,23_04,S6
c:\\Users\\mubva\\Downloads\\Nlp\Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._NN_DV_23_04_S9.wav,Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._NN_DV_23_04_S9.wav,minimal_pairs,Lexical,NN,DV,23_04,S9
c:\\Users\\mubva\\Downloads\\Nlp\Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._OR_SW_10_S11.wav,Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._OR_SW_10_S11.wav,minimal_pairs,Lexical,OR,SW,10,S11
c:\\Users\\mubva\\Downloads\\Nlp\Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._OR_SW_10_S13.wav,Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._OR_SW_10_S13.wav,minimal_pairs,Lexical,OR,SW,10,S13
c:\\Users\\mubva\\Downloads\\Nlp\Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._OR_SW_10_S14.wav,Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._OR_SW_10_S14.wav,minimal_pairs,Lexical,OR,SW,10,S14
c:\\Users\\mubva\\Downloads\\Nlp\Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._OR_SW_10_S2.wav,Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._OR_SW_10_S2.wav,minimal_pairs,Lexical,OR,SW,10,S2
c:\\Users\\mubva\\Downloads\\Nlp\Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._OR_SW_10_S21.wav,Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._OR_SW_10_S21.wav,minimal_pairs,Lexical,OR,SW,10,S21
c:\\Users\\mubva\\Downloads\\Nlp\Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._OR_SW_10_S3.wav,Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._OR_SW_10_S3.wav,minimal_pairs,Lexical,OR,SW,10,S3
c:\\Users\\mubva\\Downloads\\Nlp\Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._OR_SW_10_S6.wav,Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._OR_SW_10_S6.wav,minimal_pairs,Lexical,OR,SW,10,S6
c:\\Users\\mubva\\Downloads\\Nlp\Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._OR_SW_10_S9.wav,Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._OR_SW_10_S9.wav,minimal_pairs,Lexical,OR,SW,10,S9
c:\\Users\\mubva\\Downloads\\Nlp\Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._PL_FS_07_05_2021_S11.wav,Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._PL_FS_07_05_2021_S11.wav,minimal_pairs,Lexical,PL,FS,07_05_2021,S11
c:\\Users\\mubva\\Downloads\\Nlp\Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._PL_FS_07_05_2021_S13.wav,Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._PL_FS_07_05_2021_S13.wav,minimal_pairs,Lexical,PL,FS,07_05_2021,S13
c:\\Users\\mubva\\Downloads\\Nlp\Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._PL_FS_07_05_2021_S14.wav,Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._PL_FS_07_05_2021_S14.wav,minimal_pairs,Lexical,PL,FS,07_05_2021,S14
c:\\Users\\mubva\\Downloads\\Nlp\Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._PL_FS_07_05_2021_S2.wav,Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._PL_FS_07_05_2021_S2.wav,minimal_pairs,Lexical,PL,FS,07_05_2021,S2
c:\\Users\\mubva\\Downloads\\Nlp\Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._PL_FS_07_05_2021_S21.wav,Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._PL_FS_07_05_2021_S21.wav,minimal_pairs,Lexical,PL,FS,07_05_2021,S21
c:\\Users\\mubva\\Downloads\\Nlp\Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._PL_FS_07_05_2021_S3.wav,Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._PL_FS_07_05_2021_S3.wav,minimal_pairs,Lexical,PL,FS,07_05_2021,S3
c:\\Users\\mubva\\Downloads\\Nlp\Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._PL_FS_07_05_2021_S6.wav,Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._PL_FS_07_05_2021_S6.wav,minimal_pairs,Lexical,PL,FS,07_05_2021,S6
c:\\Users\\mubva\\Downloads\\Nlp\Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._PL_FS_07_05_2021_S9.wav,Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._PL_FS_07_05_2021_S9.wav,minimal_pairs,Lexical,PL,FS,07_05_2021,S9
c:\\Users\\mubva\\Downloads\\Nlp\Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._RM_FS_07_05_2021_S11.wav,Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._RM_FS_07_05_2021_S11.wav,minimal_pairs,Lexical,RM,FS,07_05_2021,S11
c:\\Users\\mubva\\Downloads\\Nlp\Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._RM_FS_07_05_2021_S13.wav,Minimal Pairs Recordings_6a9c3d7b8b9da1b7ea304bf2a54f32ae\__MACOSX\Minimal Pairs\Lexical\._RM_FS_07_05_2021_S13.wav,minimal_pairs,Lexical,RM,FS,07_05_2021,S13
